Point ID,_0,_1,_2,_Magnitude,f_26
0,0,0.41,0,0.41,-0.001140921758910724
1,0,0,0,0,-0.0016366933647798004
2,2.2,0,0,2.2,0.0
3,2.2,0.41,0,2.23788,0.0
4,0.240451,0.229389,0,0.332319,0.0046472498140508
5,0.25,0.2,0,0.320156,0.0019602833785272444
6,0.240451,0.170611,0,0.29483,-0.001778951128371964
7,0.215451,0.152447,0,0.26393,0.0006033500072052805
8,0.184549,0.152447,0,0.239371,-0.0032581187446340397
9,0.159549,0.170611,0,0.233589,-0.0020890445341923054
10,0.15,0.2,0,0.25,0.026300849228893364
11,0.159549,0.229389,0,0.27942,-0.004585874795100503
12,0.184549,0.247553,0,0.308773,-0.011851667637119898
13,0.215451,0.247553,0,0.328179,0.010759385524097664
14,1.1,0,0,1.1,0.0007581462481606337
15,1.1,0.41,0,1.17393,-0.0009314938114402718
16,0,0.205,0,0.205,-0.0056959802692031075
17,0.55,0,0,0.55,0.0004112815860677654
18,0.55,0.41,0,0.686003,0.002122719622870726
19,0.275,0,0,0.275,-6.811871462299342e-05
20,0.275,0.41,0,0.493685,0.007253643325343746
21,1.65,0.41,0,1.70018,0.0007666259588303114
22,1.65,0,0,1.65,0.0005573923338977242
23,0.825,0.41,0,0.921263,0.0024147551806607656
24,0.825,0,0,0.825,-0.0033850723419377067
25,1.375,0,0,1.375,0.001507355306735425
26,1.375,0.41,0,1.43483,0.00014984807336279517
27,1.925,0,0,1.925,0.0003536504492635883
28,1.925,0.41,0,1.96818,0.000947327265652294
29,1.5125,0.205,0,1.52633,0.00018562715720400627
30,1.7875,0.205,0,1.79922,0.000296529826962748
31,0.6875,0.205,0,0.717413,0.004964844044687221
32,0.9625,0.205,0,0.984089,-0.0019636950870956823
33,1.2375,0.205,0,1.25436,-0.00044757319125043795
34,2.2,0.205,0,2.20953,0.0
35,0.4687,0.206857,0,0.512318,0.004903726770027899
36,1.99375,0.215274,0,2.00534,-0.00015914605058157532
37,2.0625,0,0,2.0625,0.000392948473151081
38,2.0625,0.41,0,2.10286,-7.828563162935448e-05
39,2.2,0.3075,0,2.22139,0.0
40,0.4125,0,0,0.4125,0.00033121756080006564
41,0.4125,0.41,0,0.581598,0.006749497418198603
42,1.7875,0.41,0,1.83392,0.00040933427136235194
43,1.375,0.148613,0,1.38301,-0.0015525660581386207
44,1.5125,0,0,1.5125,-0.0009581832901064751
45,1.7875,0,0,1.7875,-0.0011142175435968065
46,1.5125,0.41,0,1.56709,0.00018112240042238463
47,0.825,0.261387,0,0.865418,-0.0018815784134529438
48,0.9625,0.41,0,1.04619,0.002091175892615787
49,0.9625,0,0,0.9625,0.0033734964214267946
50,0.6875,0.41,0,0.800472,-0.003196896726338667
51,0.6875,0,0,0.6875,-0.0061513876315463095
52,0.1375,0,0,0.1375,-0.005356095225783894
53,0.1375,0.41,0,0.432442,0.006076464498667597
54,1.2375,0,0,1.2375,0.0003261007265825778
55,1.1,0.148613,0,1.10999,0.0009693542274704516
56,1.2375,0.41,0,1.30365,-0.002456194185759359
57,1.65,0.148613,0,1.65668,-0.0001086493360425132
58,1.12672,0.279306,0,1.16082,0.004998077126731265
59,1.67672,0.279306,0,1.69982,-0.0004486258016005801
60,0.851716,0.130694,0,0.861685,0.007713034965227174
61,1.34828,0.279306,0,1.37691,0.004188410869907573
62,0.34375,0.303239,0,0.458386,-0.002003505352301274
63,1.8947,0.128291,0,1.89904,-0.0009286476375261722
64,2.0928,0.128291,0,2.09673,0.0006596141796262616
65,1.85625,0.3075,0,1.88155,-0.00012522726100381546
66,0.61875,0.3075,0,0.690947,-0.0036185236658584285
67,0.61875,0.1025,0,0.627182,-0.001099691514034861
68,0.364854,0.124008,0,0.385352,0.0017804146776974953
69,0,0.3075,0,0.3075,-0.001618493493875934
70,0,0.1025,0,0.1025,-0.0005156784945741962
71,2.09917,0.25625,0,2.11475,3.53414710980289e-05
72,0.48125,0.0923844,0,0.490037,-0.0011063424408667478
73,0.5781,0.205928,0,0.613683,-0.0014034642883536982
74,0.48125,0.319674,0,0.577748,-0.005763934771956548
75,0.726588,0.305524,0,0.78821,0.0037937354426185415
76,1.99375,0.0839595,0,1.99552,0.000795881733762527
77,1.45996,0.3075,0,1.49199,0.0005227913825853125
78,1.56903,0.298689,0,1.5972,-0.0006379690041250496
79,0.75625,0.082131,0,0.760697,0.0016795300087215441
80,1.03125,0.327869,0,1.08212,-0.003634285548353147
81,0.923871,0.307825,0,0.973804,0.0016394554754316285
82,1.95938,0.312637,0,1.98416,-0.00038514861880045687
83,1.74922,0.1025,0,1.75222,-0.0004729871595574931
84,1.27578,0.1025,0,1.27989,-0.0003823555053792901
85,2.2,0.1025,0,2.20239,0.0
86,1.22594,0.3075,0,1.26391,0.0017140741657549257
87,1.55078,0.1025,0,1.55416,-0.0007366743751830814
