Point ID,_0,_1,_2,_Magnitude,f_26
0,0,0.41,0,0.41,-0.002818115308589806
1,0,0,0,0,0.0037903973499542696
2,2.2,0,0,2.2,0.0
3,2.2,0.41,0,2.23788,0.0
4,0.240451,0.229389,0,0.332319,-0.0058367422316168704
5,0.25,0.2,0,0.320156,0.005611578034793743
6,0.240451,0.170611,0,0.29483,0.0024725238496708974
7,0.215451,0.152447,0,0.26393,0.005308519977347457
8,0.184549,0.152447,0,0.239371,0.0008958483027122853
9,0.159549,0.170611,0,0.233589,-0.00235330719642629
10,0.15,0.2,0,0.25,0.001215929901837108
11,0.159549,0.229389,0,0.27942,-0.0035484223459870436
12,0.184549,0.247553,0,0.308773,-0.004768981958800611
13,0.215451,0.247553,0,0.328179,-0.006901061699190596
14,1.1,0,0,1.1,0.0019221346416265247
15,1.1,0.41,0,1.17393,-0.003325724898577487
16,0,0.205,0,0.205,-0.008346277335989832
17,0.55,0,0,0.55,-0.0015727939482460835
18,0.55,0.41,0,0.686003,-0.0007927853221076191
19,0.275,0,0,0.275,0.001740093521253182
20,0.275,0.41,0,0.493685,0.0034497737194196143
21,1.65,0.41,0,1.70018,0.00027116988699460876
22,1.65,0,0,1.65,0.00041136427923241573
23,0.825,0.41,0,0.921263,0.0017273971467811776
24,0.825,0,0,0.825,-0.00101721926938409
25,1.375,0,0,1.375,0.0015878022208067656
26,1.375,0.41,0,1.43483,6.603500480801966e-05
27,1.925,0,0,1.925,0.00013091055048427208
28,1.925,0.41,0,1.96818,-0.0003411931412467907
29,1.5125,0.205,0,1.52633,0.000529039944195474
30,1.7875,0.205,0,1.79922,-0.001200513721573714
31,0.6875,0.205,0,0.717413,-0.0010175480993135937
32,0.9625,0.205,0,0.984089,-0.0018248146821669606
33,1.2375,0.205,0,1.25436,-0.0002732018088723306
34,2.2,0.205,0,2.20953,0.0
35,0.4687,0.206857,0,0.512318,-0.0012666372363252538
36,1.99375,0.215274,0,2.00534,-2.4554343144547332e-05
37,2.0625,0,0,2.0625,-6.52431061267117e-05
38,2.0625,0.41,0,2.10286,-0.0003317757305844154
39,2.2,0.3075,0,2.22139,0.0
40,0.4125,0,0,0.4125,0.002120249999545057
41,0.4125,0.41,0,0.581598,-9.180600701876713e-06
42,1.7875,0.41,0,1.83392,0.0008598845672659779
43,1.375,0.148613,0,1.38301,0.0007422481355678812
44,1.5125,0,0,1.5125,0.00032482987721636823
45,1.7875,0,0,1.7875,-0.00017101244243944856
46,1.5125,0.41,0,1.56709,-0.0017708221896538773
47,0.825,0.261387,0,0.865418,0.0022494735137368682
48,0.9625,0.41,0,1.04619,-0.0010745748918426306
49,0.9625,0,0,0.9625,-0.0025677505975023962
50,0.6875,0.41,0,0.800472,0.0018033777520294592
51,0.6875,0,0,0.6875,0.005240813323361191
52,0.1375,0,0,0.1375,0.0023754399322795817
53,0.1375,0.41,0,0.432442,0.0017251892665163737
54,1.2375,0,0,1.2375,-0.0017962724734897767
55,1.1,0.148613,0,1.10999,0.001189238593418087
56,1.2375,0.41,0,1.30365,-0.002571261459025045
57,1.65,0.148613,0,1.65668,0.0004005249636435883
58,1.12672,0.279306,0,1.16082,-0.0013348672165355633
59,1.67672,0.279306,0,1.69982,-0.0003138899597575133
60,0.851716,0.130694,0,0.861685,0.0017881653993065884
61,1.34828,0.279306,0,1.37691,-0.000871447698955005
62,0.34375,0.303239,0,0.458386,-0.0017372061522699092
63,1.8947,0.128291,0,1.89904,0.0004835012460241824
64,2.0928,0.128291,0,2.09673,-4.6056574267818324e-05
65,1.85625,0.3075,0,1.88155,9.552378444616379e-05
66,0.61875,0.3075,0,0.690947,-0.004847904047241336
67,0.61875,0.1025,0,0.627182,-0.004234165679267709
68,0.364854,0.124008,0,0.385352,0.0020027253638586003
69,0,0.3075,0,0.3075,0.00017322714096606608
70,0,0.1025,0,0.1025,0.0010603349090642744
71,2.09917,0.25625,0,2.11475,0.00027170375988976996
72,0.48125,0.0923844,0,0.490037,0.0008469209481258979
73,0.5781,0.205928,0,0.613683,-0.0020981940343167663
74,0.48125,0.319674,0,0.577748,-0.0010045149682244396
75,0.726588,0.305524,0,0.78821,0.00435410191584962
76,1.99375,0.0839595,0,1.99552,-0.00018628503472452123
77,1.45996,0.3075,0,1.49199,-0.00018829815421253412
78,1.56903,0.298689,0,1.5972,-0.00014308275470114467
79,0.75625,0.082131,0,0.760697,-0.0002278206611109602
80,1.03125,0.327869,0,1.08212,-0.00330628529120485
81,0.923871,0.307825,0,0.973804,0.0018463090376251404
82,1.95938,0.312637,0,1.98416,5.190851640141156e-05
83,1.74922,0.1025,0,1.75222,-0.0004898108782999214
84,1.27578,0.1025,0,1.27989,-0.003357638703080987
85,2.2,0.1025,0,2.20239,0.0
86,1.22594,0.3075,0,1.26391,-0.0012710585147674958
87,1.55078,0.1025,0,1.55416,-0.0017163072304353557
88,1.00078,0.1025,0,1.00601,-0.0018640508084062195
89,1.44375,0.0743064,0,1.44566,0.001366053722059447
90,1.16875,0.0743064,0,1.17111,-0.002545466804817182
91,1.89925,0.222997,0,1.9123,0.0004490511091077483
92,0.10209,0.314026,0,0.330204,0.0069864150214609955
93,1.76648,0.293403,0,1.79068,-0.0004002032331805169
94,0.340506,0.211999,0,0.401108,0.008908787716847623
95,0.771079,0.171097,0,0.789833,0.002390214384943304
96,1.04608,0.238903,0,1.07301,-0.0019022021605629245
97,0.2,0.340065,0,0.394517,-0.0008446362070008304
98,1.42111,0.226116,0,1.43899,-0.0008932025493818374
99,0.280046,0.0898255,0,0.2941,0.0009675957730988112
100,0.098916,0.0917166,0,0.134894,-0.003159979103244603
101,2.13125,0,0,2.13125,-2.3631381330229483e-05
102,2.11892,0.342208,0,2.14637,-7.147861467445879e-05
103,1.30625,0.41,0,1.36908,0.000540453685700012
104,0.89375,0,0,0.89375,-0.001828399163456265
105,1.59789,0.217379,0,1.61261,-0.0010582659568400667
106,0.20625,0,0,0.20625,-0.000342197606521037
107,1.8293,0.074007,0,1.8308,-0.0004837348047464099
108,1.71875,0.41,0,1.76698,0.0006892524267680755
109,1.16875,0.41,0,1.23858,0.0023527081180597115
110,2.03822,0.332421,0,2.06515,8.469026474233488e-05
111,0.34375,0,0,0.34375,0.0003350671869963678
112,0.417496,0.26966,0,0.49701,0.0011476837276677286
113,0.2,0.0768785,0,0.214267,0.003404493136299802
114,0.929598,0.134316,0,0.939252,0.0030605498713059003
115,0.0739069,0.169706,0,0.185101,-0.004024649575828257
116,0.523837,0.25783,0,0.58385,-0.004889907349213562
117,0.0545295,0.25625,0,0.261988,-0.0038467063266573766
118,0.522963,0.154882,0,0.545416,-0.00427664621523706
119,1.45277,0.154812,0,1.46099,0.0006267296413015938
120,1.36922,0.0743064,0,1.37123,0.00021196092559895623
121,1.30625,0,0,1.30625,-0.002229541176475596
122,0.850441,0.335694,0,0.914298,0.0008597362861864271
123,0.882188,0.205,0,0.905694,0.0001289260336429992
124,1.72094,0.171458,0,1.72946,-0.00010956160014418095
125,1.15719,0.205,0,1.17521,0.00042004471889157784
126,1.09422,0.0743064,0,1.09674,-0.0011167720361697228
127,1.03125,0,0,1.03125,0.0026588407344548238
128,1.30406,0.171458,0,1.31528,0.0015682685414902967
129,1.67579,0.0743064,0,1.67744,-0.00026218310825580247
130,0.275194,0.334608,0,0.433237,-1.9561627897916872e-05
131,1.20967,0.13621,0,1.21731,0.0012360377796265566
132,1.02534,0.170068,0,1.03934,0.003627619294984762
133,0.75625,0.41,0,0.860241,0.0037246507586036113
134,1.58125,0,0,1.58125,0.00021364650135042077
135,0.756717,0.24092,0,0.794143,-0.0022146641461289218
136,0.692671,0.127225,0,0.704258,-0.004992328181364973
137,0.413972,0.339793,0,0.535567,-0.0035293617707048783
138,0.984079,0.271775,0,1.02092,-0.0029492947192167464
139,0.06875,0.41,0,0.415724,0.0038288495773007324
140,0,0.35875,0,0.35875,-0.003512234644405603
141,0.928125,0.0627673,0,0.930245,-0.00313066334867501
142,0.55074,0.321941,0,0.637934,-0.0008910770108727514
143,0.550447,0.0913689,0,0.557978,-0.0015036373633493566
144,1.58125,0.41,0,1.63354,0.001915264331749513
145,1.63172,0.338187,0,1.6664,0.0011286873873861366
146,1.82561,0.144995,0,1.83136,-0.0007800541863227053
147,1.85625,0,0,1.85625,-0.00025934498953170744
148,1.44375,0,0,1.44375,0.0006301366640648326
149,1.44375,0.41,0,1.50084,-0.0018209083330122694
150,1.85625,0.41,0,1.90099,-0.00010061618524213805
151,2.13125,0.41,0,2.17033,-9.325138673837038e-05
152,0.75625,0,0,0.75625,0.0008270935280664688
153,0.89375,0.41,0,0.983305,0.0017513839775823439
154,0.48125,0,0,0.48125,0.00043161886054963317
155,0.34375,0.41,0,0.535037,-0.001770759143837105
156,0.48125,0.41,0,0.63222,-0.0014397822417059006
157,0.20625,0.41,0,0.458954,-0.004056051565925996
158,0.06875,0,0,0.06875,0.005108434231398951
159,1.16875,0,0,1.16875,-0.0005027951200853528
160,0.61875,0,0,0.61875,0.003481299362714571
161,0.61875,0.41,0,0.742261,0.0013522145125155248
162,1.03125,0.41,0,1.10976,-0.004921130146534941
