Point ID,_0,_1,_2,_Magnitude,f_26
0,0,0.41,0,0.41,0.003190733819529048
1,0,0,0,0,-0.004601741560458862
2,2.2,0,0,2.2,0.0
3,2.2,0.41,0,2.23788,0.0
4,0.240451,0.229389,0,0.332319,0.005573366111784771
5,0.25,0.2,0,0.320156,-0.0006260068076415549
6,0.240451,0.170611,0,0.29483,-0.0008028639577934731
7,0.215451,0.152447,0,0.26393,-0.0011015283898526131
8,0.184549,0.152447,0,0.239371,-0.004866365111701208
9,0.159549,0.170611,0,0.233589,0.004692404063791084
10,0.15,0.2,0,0.25,0.0013015256115543644
11,0.159549,0.229389,0,0.27942,0.005907814663065898
12,0.184549,0.247553,0,0.308773,0.0034907120695763776
13,0.215451,0.247553,0,0.328179,0.006620854906052036
14,1.1,0,0,1.1,-0.0032388476368891243
15,1.1,0.41,0,1.17393,0.0019330235412862258
16,0,0.205,0,0.205,0.006347224347034825
17,0.55,0,0,0.55,0.005701882166006406
18,0.55,0.41,0,0.686003,-0.0008196502261303201
19,0.275,0,0,0.275,-0.0009221156195894396
20,0.275,0.41,0,0.493685,0.0006000050404391872
21,1.65,0.41,0,1.70018,-0.0013556818234950123
22,1.65,0,0,1.65,-0.001426631426546325
23,0.825,0.41,0,0.921263,-0.000606106274347911
24,0.825,0,0,0.825,0.0003899688475591735
25,1.375,0,0,1.375,0.0008419470755497263
26,1.375,0.41,0,1.43483,-0.0002479542317531729
27,1.925,0,0,1.925,0.0003029993458925327
28,1.925,0.41,0,1.96818,-1.3506595901898182e-05
29,1.5125,0.205,0,1.52633,0.00019880013558434264
30,1.7875,0.205,0,1.79922,0.00023849683438052308
31,0.6875,0.205,0,0.717413,1.4615398622867728e-05
32,0.9625,0.205,0,0.984089,-0.002773851604188123
33,1.2375,0.205,0,1.25436,-0.0005586489591623727
34,2.2,0.205,0,2.20953,0.0
35,0.4687,0.206857,0,0.512318,0.003140104409123692
36,1.99375,0.215274,0,2.00534,-0.00023070856720068831
37,2.0625,0,0,2.0625,-0.0004574733047802362
38,2.0625,0.41,0,2.10286,9.465598505853051e-05
39,2.2,0.3075,0,2.22139,0.0
40,0.4125,0,0,0.4125,0.004594505270759178
41,0.4125,0.41,0,0.581598,-0.002283434271173366
42,1.7875,0.41,0,1.83392,-0.001102079513645331
43,1.375,0.148613,0,1.38301,-0.00019463737868495037
44,1.5125,0,0,1.5125,0.0006867320353448284
45,1.7875,0,0,1.7875,0.0006225018542399899
46,1.5125,0.41,0,1.56709,-0.00013479212010525973
47,0.825,0.261387,0,0.865418,-0.005200538512149133
48,0.9625,0.41,0,1.04619,-0.00014259693679293342
49,0.9625,0,0,0.9625,0.0021589593933515018
50,0.6875,0.41,0,0.800472,-0.005528617136323831
51,0.6875,0,0,0.6875,-0.0010079054601604474
52,0.1375,0,0,0.1375,-0.0024559866081244283
53,0.1375,0.41,0,0.432442,0.002208834966985881
54,1.2375,0,0,1.2375,0.0005431242480490606
55,1.1,0.148613,0,1.10999,0.00019297734114350206
56,1.2375,0.41,0,1.30365,0.001558730012322433
57,1.65,0.148613,0,1.65668,-0.0016586225470252346
58,1.12672,0.279306,0,1.16082,0.0005877103736884387
59,1.67672,0.279306,0,1.69982,0.00017718750476185434
60,0.851716,0.130694,0,0.861685,0.0008579977778986482
61,1.34828,0.279306,0,1.37691,5.735121297780106e-05
62,0.34375,0.303239,0,0.458386,-0.0001835643592275199
63,1.8947,0.128291,0,1.89904,0.00013723411385591284
64,2.0928,0.128291,0,2.09673,-7.822779398490185e-06
65,1.85625,0.3075,0,1.88155,-0.0006107637506882102
66,0.61875,0.3075,0,0.690947,-0.0016746152690157424
67,0.61875,0.1025,0,0.627182,0.001324265267569509
68,0.364854,0.124008,0,0.385352,-0.005241622006087839
69,0,0.3075,0,0.3075,-0.00571134366204972
70,0,0.1025,0,0.1025,0.0032454135927876835
71,2.09917,0.25625,0,2.11475,-0.00019215277921802242
72,0.48125,0.0923844,0,0.490037,0.003653043604674799
73,0.5781,0.205928,0,0.613683,0.004668485636846776
74,0.48125,0.319674,0,0.577748,0.0012053459849567982
