Point ID,_0,_1,_2,_Magnitude,f_26
0,0,0.41,0,0.41,0.03881891329782926
1,0,0,0,0,0.04423679974622632
2,2.2,0,0,2.2,0.0
3,2.2,0.41,0,2.23788,0.0
4,0.240451,0.229389,0,0.332319,-0.04328907447998668
5,0.25,0.2,0,0.320156,-0.041374253522934966
6,0.240451,0.170611,0,0.29483,-0.04359986132224168
7,0.215451,0.152447,0,0.26393,-0.06967399209361017
8,0.184549,0.152447,0,0.239371,-0.06271277555206882
9,0.159549,0.170611,0,0.233589,0.03719124458778982
10,0.15,0.2,0,0.25,0.1763292411244761
11,0.159549,0.229389,0,0.27942,0.029636778553847595
12,0.184549,0.247553,0,0.308773,-0.10962772458469408
13,0.215451,0.247553,0,0.328179,-0.06744217934525115
14,1.1,0,0,1.1,0.012519757503528793
15,1.1,0.41,0,1.17393,0.011873968320678595
16,0,0.205,0,0.205,0.06950046618686263
17,0.55,0,0,0.55,0.014141939664871893
18,0.55,0.41,0,0.686003,0.013912409546240961
19,0.275,0,0,0.275,0.010278849087241011
20,0.275,0.41,0,0.493685,0.010193994502744746
21,1.65,0.41,0,1.70018,0.005566027508177139
22,1.65,0,0,1.65,0.005096206334316926
23,0.825,0.41,0,0.921263,0.015619675940932085
24,0.825,0,0,0.825,0.01570727793019105
25,1.375,0,0,1.375,0.00828437333736267
26,1.375,0.41,0,1.43483,0.008688723294040504
27,1.925,0,0,1.925,0.003047258567418056
28,1.925,0.41,0,1.96818,0.002618417962611329
29,1.5125,0.205,0,1.52633,-0.0016098599663143629
30,1.7875,0.205,0,1.79922,-0.0032876108883284033
31,0.6875,0.205,0,0.717413,-0.008602941103867183
32,0.9625,0.205,0,0.984089,-0.0011527945186664641
33,1.2375,0.205,0,1.25436,-0.0006351625833096277
34,2.2,0.205,0,2.20953,0.0
35,0.4687,0.206857,0,0.512318,-0.016593106369814366
36,1.99375,0.215274,0,2.00534,-0.0036584875698943637
37,2.0625,0,0,2.0625,0.0015351647484986713
38,2.0625,0.41,0,2.10286,0.0018154633737787495
39,2.2,0.3075,0,2.22139,0.0
40,0.4125,0,0,0.4125,0.007359048741212321
41,0.4125,0.41,0,0.581598,0.008158068796698665
42,1.7875,0.41,0,1.83392,0.0039984756700232
43,1.375,0.148613,0,1.38301,-0.0014427278232508217
44,1.5125,0,0,1.5125,0.006952053469984147
45,1.7875,0,0,1.7875,0.004113656121293705
46,1.5125,0.41,0,1.56709,0.006603244099519277
47,0.825,0.261387,0,0.865418,-0.0004077583582698652
48,0.9625,0.41,0,1.04619,0.014109265364851756
49,0.9625,0,0,0.9625,0.013721168460618861
50,0.6875,0.41,0,0.800472,0.015823387060899807
51,0.6875,0,0,0.6875,0.016975239381018442
52,0.1375,0,0,0.1375,0.03704109030621927
53,0.1375,0.41,0,0.432442,0.03243908225355949
54,1.2375,0,0,1.2375,0.010163714146903835
55,1.1,0.148613,0,1.10999,-0.0007303116196537441
56,1.2375,0.41,0,1.30365,0.010686809211684929
57,1.65,0.148613,0,1.65668,-0.001808595326579836
58,1.12672,0.279306,0,1.16082,0.0001917917428876353
59,1.67672,0.279306,0,1.69982,0.0007861824830627037
60,0.851716,0.130694,0,0.861685,0.0018912979838910052
61,1.34828,0.279306,0,1.37691,0.00137239963226299
62,0.34375,0.303239,0,0.458386,-0.008874345150764889
63,1.8947,0.128291,0,1.89904,-0.0003407152295988469
64,2.0928,0.128291,0,2.09673,-0.0012808749763704357
65,1.85625,0.3075,0,1.88155,0.0012444719452486988
66,0.61875,0.3075,0,0.690947,0.013176461491809394
67,0.61875,0.1025,0,0.627182,0.013765108281565899
68,0.364854,0.124008,0,0.385352,-0.018190132394163398
69,0,0.3075,0,0.3075,0.047286371873832396
70,0,0.1025,0,0.1025,0.0526401590358582
71,2.09917,0.25625,0,2.11475,-0.0015571588520318258
72,0.48125,0.0923844,0,0.490037,0.010859485624999866
73,0.5781,0.205928,0,0.613683,-0.008471471656184358
74,0.48125,0.319674,0,0.577748,0.01178549351385484
75,0.726588,0.305524,0,0.78821,0.011912472617707151
76,1.99375,0.0839595,0,1.99552,0.0013570007115666807
77,1.45996,0.3075,0,1.49199,0.00301974256405975
78,1.56903,0.298689,0,1.5972,0.0021443117095052747
79,0.75625,0.082131,0,0.760697,0.01480582617513702
80,1.03125,0.327869,0,1.08212,0.00902220380998552
81,0.923871,0.307825,0,0.973804,0.008128612594702328
82,1.95938,0.312637,0,1.98416,0.001132992853917541
83,1.74922,0.1025,0,1.75222,0.0014977148166203454
84,1.27578,0.1025,0,1.27989,0.0033380179442768537
